case,region,dice,iou,hd95,asd,status,precision,recall,prediction_voxels,target_voxels,hd95_unit,hd95_voxel,asd_voxel,official_dice,official_hd95_voxel,inference_seconds
case0121,normal_myocardium,0.8514764213309828,0.7413660782808903,1.0,0.3481643254519916,ok,0.8732203389830508,0.8307890776177166,4425,4651,voxel,1.0,0.3481643254519916,0.8514764213309828,1.0,0.06003936500019336
case0121,edema,0.7995034140285537,0.6659772492244054,2.23606797749979,0.4519442561916398,ok,0.7280949689089882,0.8864418444597385,1769,1453,voxel,2.23606797749979,0.4519442561916398,0.7995034140285537,2.23606797749979,0.06003936500019336
case0121,scar,0.31693198263386396,0.1883061049011178,5.477225575051661,1.7533269229466104,ok,0.33031674208144796,0.3045897079276773,663,719,voxel,5.477225575051661,1.7533269229466104,0.31693198263386396,5.477225575051661,0.06003936500019336
case0121,edema_inclusive,0.7523892267593397,0.6030640668523677,2.8284271247461903,0.5398188504224488,ok,0.712171052631579,0.7974217311233885,2432,2172,voxel,2.8284271247461903,0.5398188504224488,0.7523892267593397,2.8284271247461903,0.06003936500019336
case0121,myocardial_ring,0.8864035087719299,0.7959826703426546,1.0,0.2276444126510876,ok,0.8842059209566866,0.888612047486443,6857,6823,voxel,1.0,0.2276444126510876,0.8864035087719299,1.0,0.06003936500019336
case0126,normal_myocardium,0.8491096532333646,0.737785016286645,1.0,0.22231335220026407,ok,0.8132854578096947,0.888235294117647,1114,1020,voxel,1.0,0.22231335220026407,0.8491096532333646,1.0,0.05741844499971194
case0126,edema,0.7809954751131222,0.6406829992576095,1.0,0.2565678662999004,ok,0.833011583011583,0.7350936967632027,1036,1174,voxel,1.0,0.2565678662999004,0.7809954751131222,1.0,0.05741844499971194
case0126,scar,0.6302521008403361,0.4601226993865031,2.8284271247461903,0.6325326146877155,ok,0.6097560975609756,0.6521739130434783,492,460,voxel,2.8284271247461903,0.6325326146877155,0.6302521008403361,2.8284271247461903,0.05741844499971194
case0126,edema_inclusive,0.825426944971537,0.7027463651050081,1.0,0.19653693450523133,ok,0.8540575916230366,0.7986536107711139,1528,1634,voxel,1.0,0.19653693450523133,0.825426944971537,1.0,0.05741844499971194
case0126,myocardial_ring,0.8644259818731118,0.761223811107416,1.0,0.15526345622323579,ok,0.8663890991672974,0.8624717407686511,2642,2654,voxel,1.0,0.15526345622323579,0.8644259818731118,1.0,0.05741844499971194
case0131,normal_myocardium,0.8328066215199398,0.7135121196493037,1.4142135623730951,0.3481646627312373,ok,0.7781214848143982,0.8957591453544836,3556,3089,voxel,1.4142135623730951,0.3481646627312373,0.8328066215199398,1.4142135623730951,0.05859498900008475
case0131,edema,0.8305199189736664,0.710161662817552,1.0,0.3143427439160174,ok,0.8145695364238411,0.8471074380165289,1510,1452,voxel,1.0,0.3143427439160174,0.8305199189736664,1.0,0.05859498900008475
case0131,scar,0.5715571557155715,0.4001260239445495,2.23606797749979,0.6292707389211,ok,0.5175224123879381,0.6381909547738693,1227,995,voxel,2.23606797749979,0.6292707389211,0.5715571557155715,2.23606797749979,0.05859498900008475
case0131,edema_inclusive,0.8506944444444444,0.7401812688821753,1.4142135623730951,0.33900265927567313,ok,0.8056265984654731,0.9011033919084593,2737,2447,voxel,1.4142135623730951,0.33900265927567313,0.8506944444444444,1.4142135623730951,0.05859498900008475
case0131,myocardial_ring,0.8761518302476964,0.779599819467429,1.0,0.2523253245641552,ok,0.8234546321309392,0.9360549132947977,6293,5536,voxel,1.0,0.2523253245641552,0.8761518302476964,1.0,0.05859498900008475
case0136,normal_myocardium,0.7939793038570084,0.6583463338533542,1.8526279441628337,0.3164504358846538,ok,0.8344043499752842,0.7572902646926873,2023,2229,voxel,1.8526279441628337,0.3164504358846538,0.7939793038570084,1.8526279441628337,0.05703035999977146
case0136,edema,0.769893899204244,0.6258760107816712,2.23606797749979,0.4523066338805014,ok,0.8587278106508875,0.6977163461538461,1352,1664,voxel,2.23606797749979,0.4523066338805014,0.769893899204244,2.23606797749979,0.05703035999977146
case0136,scar,0.47955092221331197,0.3154008438818565,3.4641016151377544,0.9829517593290795,ok,0.3981358189081225,0.6028225806451613,751,496,voxel,3.4641016151377544,0.9829517593290795,0.47955092221331197,3.4641016151377544,0.05703035999977146
case0136,edema_inclusive,0.8088200797560403,0.6790074832611265,1.4142135623730951,0.3200823154515439,ok,0.8197812648597242,0.7981481481481482,2103,2160,voxel,1.4142135623730951,0.3200823154515439,0.8088200797560403,1.4142135623730951,0.05703035999977146
case0136,myocardial_ring,0.8721080446271285,0.773219491878384,1.0,0.17711395868974564,ok,0.8999030538051381,0.845978582820688,4126,4389,voxel,1.0,0.17711395868974564,0.8721080446271285,1.0,0.05703035999977146
case0141,normal_myocardium,0.785126582278481,0.6462620474081792,3.1622776601683795,0.7914580409020323,ok,0.841873091279267,0.7355469908093685,2947,3373,voxel,3.1622776601683795,0.7914580409020323,0.785126582278481,3.1622776601683795,0.05907126000056451
case0141,edema,0.8713681241184768,0.7720569857535616,1.0,0.2538017453181374,ok,0.8169796350171912,0.9335146569960713,3781,3309,voxel,1.0,0.2538017453181374,0.8713681241184768,1.0,0.05907126000056451
case0141,scar,0.2609053497942387,0.15002366303833412,6.164414002968976,1.8903083868216721,ok,0.21907394609536973,0.3224821973550356,1447,983,voxel,6.164414002968976,1.8903083868216721,0.2609053497942387,6.164414002968976,0.05907126000056451
case0141,edema_inclusive,0.7997899159663866,0.6663749343602311,2.0,0.5472943507037484,ok,0.728194338179036,0.8869990680335508,5228,4292,voxel,2.0,0.5472943507037484,0.7997899159663866,2.0,0.05907126000056451
case0141,myocardial_ring,0.8926767676767676,0.806157354618016,1.0,0.24377321172402908,ok,0.8648318042813455,0.9223744292237442,8175,7665,voxel,1.0,0.24377321172402908,0.8926767676767676,1.0,0.05907126000056451
case0146,normal_myocardium,0.7389187804253139,0.5859406745225518,2.449489742783178,0.6009915899622617,ok,0.7120987654320987,0.7678381256656017,2025,1878,voxel,2.449489742783178,0.6009915899622617,0.7389187804253139,2.449489742783178,0.05774896799994167
case0146,edema,0.7537993920972644,0.6048780487804878,1.4142135623730951,0.423255154704562,ok,0.757123473541384,0.7505043712172159,1474,1487,voxel,1.4142135623730951,0.423255154704562,0.7537993920972644,1.4142135623730951,0.05774896799994167
case0146,scar,0.3951011714589989,0.24618447246184472,3.0,1.0373507160477313,ok,0.424971363115693,0.3691542288557214,873,1005,voxel,3.0,1.0373507160477313,0.3951011714589989,3.0,0.05774896799994167
case0146,edema_inclusive,0.7865261417648275,0.6481607629427792,1.7320508075688772,0.39595222011725045,ok,0.8108223263740946,0.7636436597110754,2347,2492,voxel,1.7320508075688772,0.39595222011725045,0.7865261417648275,1.7320508075688772,0.05774896799994167
case0146,myocardial_ring,0.8224662548615878,0.6984651253157179,1.4142135623730951,0.36440130268262333,ok,0.8222781335773102,0.8226544622425629,4372,4370,voxel,1.4142135623730951,0.36440130268262333,0.8224662548615878,1.4142135623730951,0.05774896799994167
case0151,normal_myocardium,0.7917935853789644,0.655346285036334,2.449489742783178,0.48766599213584444,ok,0.8998167379352474,0.7069268916973285,4911,6251,voxel,2.449489742783178,0.48766599213584444,0.7917935853789644,2.449489742783178,0.06098247399950196
case0151,edema,0.7956236323851203,0.6606104651162791,1.4142135623730951,0.2879726676295838,ok,0.8101604278074866,0.7815993121238177,2244,2326,voxel,1.4142135623730951,0.2879726676295838,0.7956236323851203,1.4142135623730951,0.06098247399950196
case0151,scar,0.03314917127071823,0.016853932584269662,41.593268686170845,14.567408335627201,ok,0.016991818753933293,0.675,1589,40,voxel,41.593268686170845,14.567408335627201,0.03314917127071823,41.593268686170845,0.06098247399950196
case0151,edema_inclusive,0.6530085497660914,0.48479041916167664,4.0,0.7723366519907741,ok,0.528045917036264,0.8554522400676247,3833,2366,voxel,4.0,0.7723366519907741,0.6530085497660914,4.0,0.06098247399950196
case0151,myocardial_ring,0.9045561891596107,0.8257440319697129,1.0,0.16775067655389264,ok,0.8979871912168343,0.9112220030172914,8744,8617,voxel,1.0,0.16775067655389264,0.9045561891596107,1.0,0.06098247399950196
case0156,normal_myocardium,0.8551765409934171,0.7469942498693152,1.4142135623730951,0.3669750403233239,ok,0.8692214111922141,0.8415783274440518,3288,3396,voxel,1.4142135623730951,0.3669750403233239,0.8551765409934171,1.4142135623730951,0.06065961900003458
case0156,edema,0.8227668624670853,0.6988988300068824,1.4142135623730951,0.31980971642509304,ok,0.7447744774477447,0.9190045248868778,2727,2210,voxel,1.4142135623730951,0.31980971642509304,0.8227668624670853,1.4142135623730951,0.06065961900003458
case0156,scar,0.2714164546225615,0.15701668302257116,16.401219466856727,4.130870178249786,ok,0.1895734597156398,0.47761194029850745,844,335,voxel,16.401219466856727,4.130870178249786,0.2714164546225615,16.401219466856727,0.06065961900003458
case0156,edema_inclusive,0.7658600392413342,0.620561738208797,2.0,0.45407658676933055,ok,0.6558387006440773,0.9202357563850687,3571,2545,voxel,2.0,0.45407658676933055,0.7658600392413342,2.0,0.06065961900003458
case0156,myocardial_ring,0.87640625,0.7800027812543457,1.0,0.28295183070573476,ok,0.8177576906254556,0.9441171519946137,6859,5941,voxel,1.0,0.28295183070573476,0.87640625,1.0,0.06065961900003458
case0161,normal_myocardium,0.8151885289431758,0.688032272523532,1.4142135623730951,0.33735418734464434,ok,0.7736895161290323,0.8613916947250281,1984,1782,voxel,1.4142135623730951,0.33735418734464434,0.8151885289431758,1.4142135623730951,0.05703664500015293
case0161,edema,0.8336789713811696,0.7147937411095305,1.0,0.24188226600291304,ok,0.8354114713216958,0.831953642384106,1203,1208,voxel,1.0,0.24188226600291304,0.8336789713811696,1.0,0.05703664500015293
case0161,scar,0.490547263681592,0.3249835201054713,6.164414002968976,1.2723081508463,ok,0.4128978224455611,0.6041666666666666,1194,816,voxel,6.164414002968976,1.2723081508463,0.490547263681592,6.164414002968976,0.05703664500015293
case0161,edema_inclusive,0.8197240443338611,0.6945189727865082,2.23606797749979,0.6704182151772631,ok,0.7559449311639549,0.8952569169960475,2397,2024,voxel,2.23606797749979,0.6704182151772631,0.8197240443338611,2.23606797749979,0.05703664500015293
case0161,myocardial_ring,0.8721143275925247,0.7732293697205977,1.0,0.21805706411883116,ok,0.8148824469299246,0.9379926431949553,4381,3806,voxel,1.0,0.21805706411883116,0.8721143275925247,1.0,0.05703664500015293
case0166,normal_myocardium,0.8375222137598375,0.7204629831841013,2.0,0.4510186612575569,ok,0.8377348908075165,0.8373096446700508,3938,3940,voxel,2.0,0.4510186612575569,0.8375222137598375,2.0,0.05803063099938299
case0166,edema,0.8425388504025464,0.7279197670656745,1.4142135623730951,0.3513378876702548,ok,0.7689678742310321,0.9316770186335404,2926,2415,voxel,1.4142135623730951,0.3513378876702548,0.8425388504025464,1.4142135623730951,0.05803063099938299
case0166,scar,0.3707865168539326,0.22758620689655173,5.5041698762177855,1.461837246940347,ok,0.3640661938534279,0.3777596075224857,1269,1223,voxel,5.5041698762177855,1.461837246940347,0.3707865168539326,5.5041698762177855,0.05803063099938299
case0166,edema_inclusive,0.8142474147836078,0.6866925064599483,2.23606797749979,0.5257687351993913,ok,0.7601907032181168,0.8765805387575591,4195,3638,voxel,2.23606797749979,0.5257687351993913,0.8142474147836078,2.23606797749979,0.05803063099938299
case0166,myocardial_ring,0.8979695754566864,0.8148319279196027,1.0,0.22645190579912647,ok,0.8673306283044387,0.9308524676695699,8133,7578,voxel,1.0,0.22645190579912647,0.8979695754566864,1.0,0.05803063099938299
case0171,normal_myocardium,0.8603920395032171,0.7549894957983193,1.0,0.2219089333261338,ok,0.8800122436486073,0.8416276346604216,3267,3416,voxel,1.0,0.2219089333261338,0.8603920395032171,1.0,0.05626576400027261
case0171,edema,0.768640350877193,0.6242208370436332,1.4142135623730951,0.4034895709722068,ok,0.7052313883299799,0.844578313253012,994,830,voxel,1.4142135623730951,0.4034895709722068,0.768640350877193,1.4142135623730951,0.05626576400027261
case0171,scar,0.3653044203502919,0.22346938775510203,4.123105625617661,1.2216366176964646,ok,0.3124108416547789,0.4397590361445783,701,498,voxel,4.123105625617661,1.2216366176964646,0.3653044203502919,4.123105625617661,0.05626576400027261
case0171,edema_inclusive,0.8230234866027125,0.6992692523889825,2.0,0.45567709750956,ok,0.7339233038348083,0.9367469879518072,1695,1328,voxel,2.0,0.45567709750956,0.8230234866027125,2.0,0.05626576400027261
case0171,myocardial_ring,0.9006799917576757,0.8193064667291471,1.0,0.1866545256585634,ok,0.880894800483676,0.9213743676222597,4962,4744,voxel,1.0,0.1866545256585634,0.9006799917576757,1.0,0.05626576400027261
case0176,normal_myocardium,0.763744427934621,0.6177884615384616,2.0,0.4743678268711024,ok,0.7977237454733574,0.732541567695962,1933,2105,voxel,2.0,0.4743678268711024,0.763744427934621,2.0,0.05733802499980811
case0176,edema,0.7798639455782312,0.6391614629794826,1.4142135623730951,0.383169064097124,ok,0.7783813145029875,0.7813522355507089,1841,1834,voxel,1.4142135623730951,0.383169064097124,0.7798639455782312,1.4142135623730951,0.05733802499980811
case0176,scar,0.49805699481865284,0.33160845191893057,10.04987562112089,1.591915391167847,ok,0.5336571825121443,0.46690953248330297,1441,1647,voxel,10.04987562112089,1.591915391167847,0.49805699481865284,10.04987562112089,0.05733802499980811
case0176,edema_inclusive,0.7928434126866775,0.6567858892699657,2.23606797749979,0.5646305714643048,ok,0.8168799512492383,0.7701809824763,3282,3481,voxel,2.23606797749979,0.5646305714643048,0.7928434126866775,2.23606797749979,0.05733802499980811
case0176,myocardial_ring,0.8926951208221461,0.8061872909698997,1.0,0.19835437152620863,ok,0.9244487056567593,0.8630504833512352,5215,5586,voxel,1.0,0.19835437152620863,0.8926951208221461,1.0,0.05733802499980811
case0181,normal_myocardium,0.7875190258751903,0.6495104192819483,3.605551275463989,0.5304924102142063,ok,0.8775440976933514,0.714246272777471,2948,3622,voxel,3.605551275463989,0.5304924102142063,0.7875190258751903,3.605551275463989,0.059522417999687605
case0181,edema,0.6732206055839559,0.5074096028452875,2.8284271247461903,0.7514868623267202,ok,0.600701754385965,0.7656529516994633,1425,1118,voxel,2.8284271247461903,0.7514868623267202,0.6732206055839559,2.8284271247461903,0.059522417999687605
case0181,scar,0.6037846560070412,0.4324437907123345,12.369117412972116,1.7380762323248835,ok,0.5816845675522895,0.6276303751143641,3538,3279,voxel,12.369117412972116,1.7380762323248835,0.6037846560070412,12.369117412972116,0.059522417999687605
case0181,edema_inclusive,0.788034188034188,0.6502115655853314,11.704699910719626,1.5248547850908576,ok,0.7430989320975216,0.8387536957016147,4963,4397,voxel,11.704699910719626,1.5248547850908576,0.788034188034188,11.704699910719626,0.059522417999687605
case0181,myocardial_ring,0.8915254237288136,0.8042813455657493,1.0,0.20512556573325016,ok,0.8976109215017065,0.8855218855218855,7911,8019,voxel,1.0,0.20512556573325016,0.8915254237288136,1.0,0.059522417999687605
case0186,normal_myocardium,0.8582375478927203,0.7516778523489933,1.0,0.20079521057614463,ok,0.8872638634978671,0.8310502283105022,3282,3504,voxel,1.0,0.20079521057614463,0.8582375478927203,1.0,0.05779151299975638
case0186,edema,0.8315868263473054,0.7117232543241512,1.0,0.2646667582481367,ok,0.782394366197183,0.8873801916932907,1420,1252,voxel,1.0,0.2646667582481367,0.8315868263473054,1.0,0.05779151299975638
case0186,scar,0.4098939929328622,0.2577777777777778,6.6332495807108,1.776784501698432,ok,0.3761348897535668,0.4503105590062112,771,644,voxel,6.6332495807108,1.776784501698432,0.4098939929328622,6.6332495807108,0.05779151299975638
case0186,edema_inclusive,0.8563738683631025,0.7488232777064613,2.23606797749979,0.5872348751876054,ok,0.7987220447284346,0.9229957805907173,2191,1896,voxel,2.23606797749979,0.5872348751876054,0.8563738683631025,2.23606797749979,0.05779151299975638
case0186,myocardial_ring,0.9059137312609216,0.8280094149293881,1.0,0.1753096295552845,ok,0.89987209939704,0.9120370370370371,5473,5400,voxel,1.0,0.1753096295552845,0.9059137312609216,1.0,0.05779151299975638
case0191,normal_myocardium,0.6384876805437553,0.4689547581903276,13.841793072845952,1.9597854642757127,ok,0.8177366702937976,0.5236933797909408,1838,2870,voxel,13.841793072845952,1.9597854642757127,0.6384876805437553,13.841793072845952,0.0565160839996679
case0191,edema,0.7460393662986078,0.5949464012251149,1.4142135623730951,0.508294024005613,ok,0.6786026200873363,0.8283582089552238,1145,938,voxel,1.4142135623730951,0.508294024005613,0.7460393662986078,1.4142135623730951,0.0565160839996679
case0191,scar,0.4174410293066476,0.26377597109304424,11.445523142259598,2.24972087080913,ok,0.3236054673069819,0.5879194630872483,2707,1490,voxel,11.445523142259598,2.24972087080913,0.4174410293066476,11.445523142259598,0.0565160839996679
case0191,edema_inclusive,0.6372611464968153,0.4676326244449638,8.904893044714159,1.6739857359017623,ok,0.5194704049844237,0.8241350906095551,3852,2428,voxel,8.904893044714159,1.6739857359017623,0.6372611464968153,8.904893044714159,0.0565160839996679
case0191,myocardial_ring,0.8902439024390244,0.8021978021978022,1.0,0.19906520913107478,ok,0.8595782073813708,0.9231785579463949,5690,5298,voxel,1.0,0.19906520913107478,0.8902439024390244,1.0,0.0565160839996679
case0196,normal_myocardium,0.7852671118530885,0.6464524995705205,2.23606797749979,0.4366057600165801,ok,0.8216157205240174,0.7519984012789768,4580,5004,voxel,2.23606797749979,0.4366057600165801,0.7852671118530885,2.23606797749979,0.12950399000055768
case0196,edema,0.8246602585349685,0.7016356457980824,1.0,0.25935463102959805,ok,0.7941270347909352,0.8576352981730437,3133,2901,voxel,1.0,0.25935463102959805,0.8246602585349685,1.0,0.12950399000055768
case0196,scar,0.4484737204498508,0.28905325443786983,24.1039415863879,3.706926237421645,ok,0.41102229701304166,0.49343434343434345,2377,1980,voxel,24.1039415863879,3.706926237421645,0.4484737204498508,24.1039415863879,0.12950399000055768
case0196,edema_inclusive,0.8026176498893273,0.6703102395113326,14.15449456299037,1.5010498998412183,ok,0.7568058076225045,0.8543331284572834,5510,4881,voxel,14.15449456299037,1.5010498998412183,0.8026176498893273,14.15449456299037,0.12950399000055768
case0196,myocardial_ring,0.8882102628285357,0.7989012968299711,1.0,0.1589167892022203,ok,0.879187314172448,0.8974203338391502,10090,9885,voxel,1.0,0.1589167892022203,0.8882102628285357,1.0,0.12950399000055768
case0201,normal_myocardium,0.8274036074797286,0.7056167090036692,1.4142135623730951,0.2966848397392283,ok,0.8830801836806782,0.7783312577833126,2831,3212,voxel,1.4142135623730951,0.2966848397392283,0.8274036074797286,1.4142135623730951,0.058656182999584416
case0201,edema,0.8256880733944955,0.703125,1.4142135623730951,0.3203376474769435,ok,0.8905013192612137,0.7696693272519954,3790,4385,voxel,1.4142135623730951,0.3203376474769435,0.8256880733944955,1.4142135623730951,0.058656182999584416
case0201,scar,0.4175868299538245,0.26389241309312356,3.4641016151377544,1.054427960039753,ok,0.46973803071364045,0.375858330321648,2214,2767,voxel,3.4641016151377544,1.054427960039753,0.4175868299538245,3.4641016151377544,0.058656182999584416
case0201,edema_inclusive,0.8265430221951962,0.7043658504987693,1.4142135623730951,0.37222541494737804,ok,0.9055629580279814,0.7602069351230425,6004,7152,voxel,1.4142135623730951,0.37222541494737804,0.8265430221951962,1.4142135623730951,0.058656182999584416
case0201,myocardial_ring,0.8681702171988125,0.7670501610676485,1.4142135623730951,0.3223873675295195,ok,0.9432937181663837,0.8041296796603628,8835,10364,voxel,1.4142135623730951,0.3223873675295195,0.8681702171988125,1.4142135623730951,0.058656182999584416
case0206,normal_myocardium,0.8212083847102343,0.696652719665272,1.0,0.22103818084148216,ok,0.816426601287159,0.826046511627907,3263,3225,voxel,1.0,0.22103818084148216,0.8212083847102343,1.0,0.058719724000184215
case0206,edema,0.5693877551020409,0.3980028530670471,16.507823325753176,1.8846239014326636,ok,0.5081967213114754,0.6473317865429234,549,431,voxel,16.507823325753176,1.8846239014326636,0.5693877551020409,16.507823325753176,0.058719724000184215
case0206,scar,0.5447347585114806,0.37431991294885747,6.0,1.6498828019969423,ok,0.6679611650485436,0.45989304812834225,515,748,voxel,6.0,1.6498828019969423,0.5447347585114806,6.0,0.058719724000184215
case0206,edema_inclusive,0.6723138653588944,0.506380120886501,5.385164807134504,1.3120435044276655,ok,0.7086466165413534,0.6395250212044106,1064,1179,voxel,5.385164807134504,1.3120435044276655,0.6723138653588944,5.385164807134504,0.058719724000184215
case0206,myocardial_ring,0.85030351620662,0.7395895596732417,1.0,0.25668668062658834,ok,0.8578691934365611,0.8428701180744778,4327,4404,voxel,1.0,0.25668668062658834,0.85030351620662,1.0,0.058719724000184215
case0211,normal_myocardium,0.845771144278607,0.7327586206896551,1.4142135623730951,0.35213272775666354,ok,0.8997509339975094,0.7979017117614577,1606,1811,voxel,1.4142135623730951,0.35213272775666354,0.845771144278607,1.4142135623730951,0.057694897999681416
case0211,edema,0.8082622361921868,0.6782215523737755,1.4142135623730951,0.3430074461151947,ok,0.796107916850951,0.8207934336525308,2261,2193,voxel,1.4142135623730951,0.3430074461151947,0.8082622361921868,1.4142135623730951,0.057694897999681416
case0211,scar,0.5006429489927132,0.33390508862206975,5.0,1.112648196132486,ok,0.4394281414597442,0.5816733067729084,1329,1004,voxel,5.0,1.112648196132486,0.5006429489927132,5.0,0.057694897999681416
case0211,edema_inclusive,0.8374834241933108,0.7204055766793409,1.7320508075688772,0.5085530372902888,ok,0.7916434540389972,0.8889583984985925,3590,3197,voxel,1.7320508075688772,0.5085530372902888,0.8374834241933108,1.7320508075688772,0.057694897999681416
case0211,myocardial_ring,0.8847510780086241,0.7933216168717048,1.0,0.2462183214197599,ok,0.8687451886066204,0.9013578274760383,5196,5008,voxel,1.0,0.2462183214197599,0.8847510780086241,1.0,0.057694897999681416
case0216,normal_myocardium,0.7891459074733096,0.6517266715650257,2.23606797749979,0.4416273841324349,ok,0.8383742911153119,0.7453781512605042,1058,1190,voxel,2.23606797749979,0.4416273841324349,0.7891459074733096,2.23606797749979,0.057036536999476084
case0216,edema,0.688339222614841,0.5247844827586207,2.0,0.525805359327514,ok,0.9085820895522388,0.5540386803185438,536,879,voxel,2.0,0.525805359327514,0.688339222614841,2.0,0.057036536999476084
case0216,scar,0.5498981670061099,0.3792134831460674,4.0,0.9583572955165539,ok,0.5051449953227315,0.6033519553072626,1069,895,voxel,4.0,0.9583572955165539,0.5498981670061099,4.0,0.057036536999476084
case0216,edema_inclusive,0.8156259248298313,0.688655672163918,2.23606797749979,0.4238585997176687,ok,0.8585669781931464,0.7767756482525366,1605,1774,voxel,2.23606797749979,0.4238585997176687,0.8156259248298313,2.23606797749979,0.057036536999476084
case0216,myocardial_ring,0.8796872223209525,0.7852157360406091,1.0,0.15330664074746522,ok,0.9294029290274127,0.8350202429149798,2663,2964,voxel,1.0,0.15330664074746522,0.8796872223209525,1.0,0.057036536999476084
case0221,normal_myocardium,0.7731002497324295,0.6301250363477755,1.4142135623730951,0.3518567837990017,ok,0.7761461318051576,0.7700781805259417,2792,2814,voxel,1.4142135623730951,0.3518567837990017,0.7731002497324295,1.4142135623730951,0.060751117000108934
case0221,edema,0.7143740977521138,0.5556624959897337,2.449489742783178,0.5913952403671967,ok,0.7822944896115628,0.6573055028462998,2214,2635,voxel,2.449489742783178,0.5913952403671967,0.7143740977521138,2.449489742783178,0.060751117000108934
case0221,scar,0.38103651354534745,0.2353583121134958,6.4031242374328485,1.5271860883352835,ok,0.42649967040210945,0.34433209153805217,1517,1879,voxel,6.4031242374328485,1.5271860883352835,0.38103651354534745,6.4031242374328485,0.060751117000108934
case0221,edema_inclusive,0.7966040024257125,0.6619633138480145,2.0,0.46646614531131225,ok,0.8801929777539533,0.7275143996455472,3731,4514,voxel,2.0,0.46646614531131225,0.7966040024257125,2.0,0.060751117000108934
case0221,myocardial_ring,0.8594325319471519,0.7535131029244209,1.0,0.2774347302293381,ok,0.912463590372528,0.8122270742358079,6523,7328,voxel,1.0,0.2774347302293381,0.8594325319471519,1.0,0.060751117000108934
case0226,normal_myocardium,0.8239471106758081,0.7006037892983552,1.4142135623730951,0.3823210115832594,ok,0.8290219265829022,0.8189340472134339,4059,4109,voxel,1.4142135623730951,0.3823210115832594,0.8239471106758081,1.4142135623730951,0.05982758600021043
case0226,edema,0.7719470328592447,0.6285942492012779,2.23606797749979,0.6205098238024221,ok,0.9077277970011534,0.6715017064846417,1734,2344,voxel,2.23606797749979,0.6205098238024221,0.7719470328592447,2.23606797749979,0.05982758600021043
case0226,scar,0.443978178766261,0.2853290183387271,3.1622776601683795,0.9840939393683587,ok,0.4748653500897666,0.4168636721828211,1114,1269,voxel,3.1622776601683795,0.9840939393683587,0.443978178766261,3.1622776601683795,0.05982758600021043
case0226,edema_inclusive,0.8162823092400557,0.689592050209205,1.7320508075688772,0.4873658716928755,ok,0.9259129213483146,0.7298643786327152,2848,3613,voxel,1.7320508075688772,0.4873658716928755,0.8162823092400557,1.7320508075688772,0.05982758600021043
case0226,myocardial_ring,0.8796226673046688,0.7851128737034777,1.0,0.2847897720729884,ok,0.9315187490951209,0.8332038332038332,6907,7722,voxel,1.0,0.2847897720729884,0.8796226673046688,1.0,0.05982758600021043
case0231,normal_myocardium,0.7671332927571516,0.6222353870458136,2.449489742783178,0.5631913919985158,ok,0.8089858793324776,0.7293981481481482,3895,4320,voxel,2.449489742783178,0.5631913919985158,0.7671332927571516,2.449489742783178,0.13079058499988605
case0231,edema,0.764677341096555,0.6190102120974077,2.3214366836131646,0.6986651828843732,ok,0.8687982359426681,0.682842287694974,1814,2308,voxel,2.3214366836131646,0.6986651828843732,0.764677341096555,2.3214366836131646,0.13079058499988605
case0231,scar,0.4777367773677737,0.3138332255979315,4.123105625617661,1.1030864040496475,ok,0.44974525243168134,0.5094438614900315,2159,1906,voxel,4.123105625617661,1.1030864040496475,0.4777367773677737,4.123105625617661,0.13079058499988605
case0231,edema_inclusive,0.764871137168682,0.6192642405063291,2.449489742783178,0.6733006105750884,ok,0.7880694689151775,0.742999525391552,3973,4214,voxel,2.449489742783178,0.6733006105750884,0.764871137168682,2.449489742783178,0.13079058499988605
case0231,myocardial_ring,0.8672113156932082,0.7655543595263724,1.0,0.27837675562107717,ok,0.9039145907473309,0.833372392781814,7868,8534,voxel,1.0,0.27837675562107717,0.8672113156932082,1.0,0.13079058499988605
case0236,normal_myocardium,0.8057011795543906,0.6746227709190672,1.7320508075688772,0.3349449016885389,ok,0.8848506657070889,0.7395488721804512,2779,3325,voxel,1.7320508075688772,0.3349449016885389,0.8057011795543906,1.7320508075688772,0.05904748200009635
case0236,edema,0.8093793103448276,0.6797961075069509,1.0,0.2985084068921917,ok,0.7316708229426434,0.9055555555555556,2005,1620,voxel,1.0,0.2985084068921917,0.8093793103448276,1.0,0.05904748200009635
case0236,scar,0.5698393077873919,0.39844425237683667,2.23606797749979,0.6296492482353614,ok,0.6002604166666666,0.5423529411764706,2304,2550,voxel,2.23606797749979,0.6296492482353614,0.5698393077873919,2.23606797749979,0.05904748200009635
case0236,edema_inclusive,0.8187286236584503,0.693091054313099,2.0,0.40039697596425167,ok,0.8055233232768624,0.8323741007194244,4309,4170,voxel,2.0,0.40039697596425167,0.8187286236584503,2.0,0.05904748200009635
case0236,myocardial_ring,0.894603305218405,0.8093052109181141,1.0,0.20267118137641496,ok,0.9202878103837472,0.8703135423615744,7088,7495,voxel,1.0,0.20267118137641496,0.894603305218405,1.0,0.05904748200009635
case0241,normal_myocardium,0.7852240613645539,0.6463941508806913,3.0,0.5086468002252389,ok,0.7990961380443714,0.7718253968253969,2434,2520,voxel,3.0,0.5086468002252389,0.7852240613645539,3.0,0.05881276699983573
case0241,edema,0.8259375466905723,0.7034868923390175,1.0,0.372945301085922,ok,0.7816742081447964,0.8755147291732658,3536,3157,voxel,1.0,0.372945301085922,0.8259375466905723,1.0,0.05881276699983573
