epoch,global_step,lr_start,lr_next,best_val_dice,best_epoch,bad_epochs,early_stop,epoch_compute_seconds,train/loss,train/ce,train/dice_loss,train/dice/background,train/dice/normal_myocardium,train/dice/edema,train/dice/scar,train/mean_dice,train/iou/background,train/iou/normal_myocardium,train/iou/edema,train/iou/scar,train/mean_iou,train/pixel_accuracy,train/seconds,train/samples_per_second,train/samples,train/gpu_peak_allocated_mb,train/gpu_peak_reserved_mb,train/grad_norm,train/amp_skipped_steps,train/optimizer_updates,train/amp_scale,val/loss,val/ce,val/dice_loss,val/dice/background,val/dice/normal_myocardium,val/dice/edema,val/dice/scar,val/mean_dice,val/iou/background,val/iou/normal_myocardium,val/iou/edema,val/iou/scar,val/mean_iou,val/pixel_accuracy,val/seconds,val/samples_per_second,val/samples,val/gpu_peak_allocated_mb,val/gpu_peak_reserved_mb,val/avg_pathology_dice,val/patient_dice/scar,val/defined_cases/scar,val/undefined_cases/scar,val/patient_dice/edema,val/defined_cases/edema,val/undefined_cases/edema,checkpoint_seconds,epoch_seconds
72,7128,0.00023526864952398683,0.0002343438107004182,0.5638474185530661,65,7,False,33.67495143499946,0.15361948366098682,0.06761697952662735,0.23962198800309378,0.991847161195526,0.8197988461606259,0.8076283746262674,0.6169756970921185,0.7481343059596707,0.9838261848984285,0.694626372371943,0.6773294142865294,0.44610618612767294,0.6060206575953818,0.976402408420964,26.600370150000344,59.322482773796274,1578,3125.45458984375,3196.0,0.7146342773028095,0,99,1.0,0.23545680947715256,0.1649461609457955,0.3059674574033863,0.988717877110063,0.7545571948161707,0.6897892929118669,0.3412684557063049,0.5952049811447807,0.9776874867367454,0.6058545536378901,0.5264720316970111,0.20574061962004855,0.4460224016516499,0.966357081069559,1.943220866000047,202.75615957696826,394,1129.69140625,3196.0,0.4941666779401871,0.32578658471205435,61,0,0.6625467711683198,61,0,1.477054969999699,35.157719173999794
73,7227,0.0002343438107004182,0.0002334185661554533,0.5638474185530661,65,8,False,33.841891046000455,0.16474059836039526,0.07395189486831162,0.2555293013236671,0.9913242033224138,0.8044350331446887,0.7908055227312867,0.5744404229844717,0.7232269929534825,0.9827976507294754,0.6728492850209472,0.6539936607364688,0.40295785054952804,0.576600265435648,0.9742520988667419,26.71617110399984,59.06535011537443,1578,3125.45458984375,3196.0,0.6939171956043051,0,99,1.0,0.20737330290266706,0.10870053290110554,0.3060460721478244,0.9902119391761962,0.7712383286569836,0.7223945212636922,0.3683714877660394,0.6206681125622384,0.980613633288913,0.6276549363832554,0.565428477950971,0.2257692146245225,0.47295087631958294,0.9686163113201935,1.9826445469998362,198.724476657304,394,1129.69140625,3196.0,0.5237881913060269,0.35796702350486126,61,0,0.6896093591071926,61,0,1.459514109000338,35.30731889100025
74,7326,0.0002334185661554533,0.00023249291392259548,0.5638474185530661,65,9,False,33.93046735400003,0.14984645404592062,0.06931403369957957,0.2303788737690192,0.9918151312359552,0.8151791635368181,0.808810806119326,0.5922427123964271,0.7387442273508572,0.9837631588855748,0.6880189294866014,0.6789944118653142,0.42069944699387973,0.5959042627819318,0.9758106226854603,26.803742987000078,58.87237468160086,1578,3125.45458984375,3196.0,0.6107298418728992,0,99,1.0,0.2043181405152161,0.11509306274997401,0.2935432164650883,0.9900975525174837,0.7662711813337721,0.7285325887280476,0.4102572548502915,0.6350203416373704,0.9803892989719925,0.6211017929873605,0.5729856559982431,0.258065184509873,0.4840508778318255,0.968922416570828,1.968755439999768,200.12643114273575,394,1129.69140625,3196.0,0.5437196122932166,0.38657589907625595,61,0,0.7008633255101773,61,0,1.4782115859998157,35.414651230000345
75,7425,0.00023249291392259548,0.00023156685201707112,0.5638474185530661,65,10,False,33.951775174999966,0.14404324799096177,0.06542284154487804,0.22266365563159357,0.9921012536009015,0.82235371499278,0.8142932202775665,0.6115866465919441,0.7494111939540967,0.9843263097065689,0.6983028142340195,0.6867576657259118,0.4404932040524665,0.6085178946707993,0.9767602647363157,26.846831812000346,58.77788526594952,1578,3125.45458984375,3196.0,0.6331914816841935,0,99,1.0,0.20077426746714538,0.10376892494141753,0.2977796097848621,0.990298359613153,0.7530355309198328,0.7267705119149411,0.41588853760752886,0.6318981934807676,0.9807831541540728,0.6038949381415135,0.5708087337876585,0.2625374208071291,0.4790803642454337,0.9675732917592005,1.9407734999995228,203.01184038224804,394,1129.69140625,3196.0,0.5496420349342378,0.39885607455491595,61,0,0.7004279953135597,61,0,1.5031850209998083,35.46084978300041
76,7524,0.00023156685201707112,0.00023064037843557777,0.5638474185530661,65,11,False,33.71004978499968,0.14462944615929751,0.06577182928494477,0.22348706531887272,0.992040073837495,0.8234651946639062,0.8138106737854331,0.6101888685929563,0.7491549123474318,0.9842058678010942,0.6999072113541697,0.6860714860607547,0.43904445345404713,0.6083410502896572,0.9767157454303311,26.594848835999983,59.33479861949613,1578,3125.45458984375,3196.0,0.7640899395701861,0,99,1.0,0.19689189812858698,0.10975058004260063,0.2840332173302694,0.9902841107332053,0.7718176392768563,0.7294519810121582,0.39049241759548053,0.6305873459614983,0.9807552017947347,0.6284226707363038,0.5741238978069184,0.2426160782741424,0.48172088227245485,0.9689935209787437,1.9365430549996745,203.45532673946474,394,1129.69140625,3196.0,0.5390071330150366,0.37235002597535505,61,0,0.7056642400547182,61,0,1.4843098520004787,35.199737377999554
77,7623,0.00023064037843557777,0.0002297134911560277,0.5638474185530661,65,12,False,33.57057523799995,0.14935590004777424,0.06937316109170176,0.22933863809731223,0.9918068736401199,0.8132248641266078,0.8096847832428963,0.5888300220750552,0.7372465564815198,0.9837469108930315,0.6852392163812272,0.6802271968334594,0.4172637111660357,0.5942433747935741,0.9757180643021229,26.506129769000836,59.53339901947834,1578,3125.45458984375,3196.0,0.6955891618824969,0,99,1.0,0.19582013324432568,0.11380229260640096,0.2778379734851382,0.9904085160625289,0.77475918502598,0.7210700644545237,0.41351275882807803,0.6364473361028605,0.9809992772520947,0.6323321714045316,0.5638073239305171,0.26064675977010715,0.48559541836838527,0.9692356477534105,1.9338824569995268,203.73523663444473,394,1129.69140625,3196.0,0.544816421607721,0.3949423875954569,61,0,0.6946904556199851,61,0,1.527471747999698,35.10405652499958
78,7722,0.0002297134911560277,0.00022878618813728649,0.5638474185530661,65,13,False,33.64344276199972,0.14042138341337404,0.06526097271907767,0.21558179357885862,0.992083006502931,0.8243285050263471,0.8147795726998001,0.6175708164570701,0.7522262980610724,0.9842903859183876,0.7011554745952402,0.687449822777504,0.44672871768689204,0.6117780050198788,0.9769360985894923,26.52321252100046,59.49505546323156,1578,3125.45458984375,3196.0,0.6238379911942915,0,99,1.0,0.1976863387121162,0.11608853713056158,0.27928414063405266,0.9903259278688874,0.7680324490407674,0.7223550256993821,0.41116872190206843,0.6338520655474059,0.980837237682664,0.6234193818195644,0.5653800861971057,0.25878690051614467,0.48252878951093825,0.9686875706396733,1.9517474750000474,201.87037772393708,394,1129.69140625,3196.0,0.5442354144445488,0.39379159809547554,61,0,0.6946792307936221,61,0,1.48232147500039,35.1315908280003
79,7821,0.00022878618813728649,0.00022785846731890728,0.5638474185530661,65,14,False,33.93749151500015,0.1400629866712447,0.06688033880049739,0.2132456345703212,0.9920452303161441,0.8244818482096787,0.8143856526798549,0.6168784012140792,0.7519153007012043,0.9842160185692639,0.7013773857545184,0.6868891680676926,0.44600445959022256,0.6114236711374779,0.9768839208798716,26.78131712100003,58.92167262985894,1578,3125.45458984375,3196.0,0.7068599935131844,0,99,1.0,0.20802517068870177,0.1276656481895955,0.2883846928474262,0.9900044559441921,0.7627842532615212,0.7189351698764362,0.39739860682269057,0.6263726766535495,0.9802067561294991,0.6165329331382634,0.5612012389779618,0.24797096053611317,0.47523504421744617,0.967703572384597,1.9746317270000873,199.53087687828008,394,1129.69140625,3196.0,0.5324967078945986,0.3781390950016784,61,0,0.6868543207875187,61,0,1.4750605179997365,35.418362102000174
80,7920,0.00022785846731890728,0.00022693032662085967,0.5638474185530661,65,15,False,33.54579250899951,0.13834240303595557,0.0655953665612164,0.21108943911408592,0.9920510932627705,0.8253869485479353,0.8153884976589746,0.6173804284670903,0.7527186248913335,0.9842275601786991,0.7026883853602565,0.6883172213401664,0.44652950180836865,0.6125117028362638,0.9769589577639813,26.513227374000053,59.51746189705486,1578,3125.45458984375,3196.0,0.6151173444408359,0,99,1.0,0.19804284006811035,0.11154593947121334,0.2845397406271872,0.99048023218954,0.7713377681966637,0.73524862199435,0.4080613459568696,0.6382159120492944,0.9811400071320894,0.6277866676707017,0.5813384628635411,0.2563298183133469,0.48848498294919657,0.9695496534938135,1.9398274609993678,203.11084770241246,394,1129.69140625,3196.0,0.551633865466656,0.39095884899681627,61,0,0.7123088819364958,61,0,1.4570676980001736,35.00798568799928
81,8019,0.00022693032662085967,0.00022600176394325358,0.5638474185530661,65,16,False,33.55525807000049,0.1351676630127717,0.0638161623149317,0.20651916334233206,0.9922220675388813,0.8286565308150405,0.8214786130996357,0.6262112607759244,0.758782134896867,0.9845641937363642,0.7074411157912834,0.6970417526831746,0.45582791800259803,0.620103595492352,0.9774500238880307,26.500234756999816,59.54664230222279,1578,3125.45458984375,3196.0,0.6246569570567873,0,99,1.0,0.20009280400832896,0.11430900982642536,0.28587659626140205,0.9903167480057837,0.7675014926892938,0.7419947442272229,0.3877668106829651,0.6324210158664939,0.9808192282577909,0.6227200180257995,0.5898184771663969,0.24051533813618406,0.4843512777761268,0.9693905593174968,1.9053547209996395,206.78564240956084,394,1129.69140625,3196.0,0.5467328291079503,0.3810475357975317,61,0,0.712418122418369,61,0,1.386404696999307,34.947476766000364
82,8118,0.00022600176394325358,0.00022507277716605838,0.5638474185530661,65,17,False,33.9053904579996,0.1343430703734868,0.06368779745165386,0.2049983434841811,0.9921581048076308,0.8266622741307086,0.8178285423741125,0.6214271026115566,0.7553059730387925,0.9844382432804651,0.7045390733671831,0.6918019692477843,0.45077565632458233,0.6157055663131833,0.977182753336898,26.72152946499955,59.05350597790068,1578,3125.45458984375,3196.0,0.595308431471237,0,99,1.0,0.20729871101790878,0.14029354178512157,0.2743038834654135,0.9904813851867346,0.774147420377271,0.7259038452696593,0.3729178059465803,0.6243230238645036,0.9811422698430854,0.6315175521476851,0.5697402370885383,0.22919420254828063,0.4768173305948347,0.9698249313431948,1.962072512999839,200.808072785041,394,1129.69140625,3196.0,0.5247505502497148,0.35142108051298393,61,0,0.6980800199864458,61,0,1.4859164159997817,35.39714287300012
83,8217,0.00022507277716605838,0.00022414336414881616,0.5638474185530661,65,18,False,33.59051305399953,0.13176183870914468,0.0633144462988706,0.2002092325264359,0.9922884033968302,0.8315666139297107,0.8216525386389671,0.6290749125094032,0.7607646883593603,0.9846948340593394,0.7116936436799883,0.6972922381399537,0.45886891869554325,0.6226182668384951,0.9776895617350879,26.636015045000022,59.243096136342444,1578,3125.45458984375,3196.0,0.6684847465067199,0,99,1.0,0.19737211051326112,0.11153271442591237,0.2832115030833307,0.9904115873422182,0.7710469738625451,0.7257405709349116,0.3903312134902593,0.6290395860959054,0.9810053036711467,0.6274015014926255,0.5695391019922688,0.2424916335345099,0.4798107456731347,0.9694409055758249,1.8790532349994464,209.68006263011281,394,1129.69140625,3196.0,0.5322642496675881,0.37272115283399615,61,0,0.6918073465011801,61,0,1.4668718180000724,35.0633489439997
84,8316,0.00022414336414881616,0.0002232135227303498,0.5638474185530661,65,19,False,33.43579570699967,0.13141421707410775,0.06232201456268175,0.20050642066204352,0.9922395839465609,0.8305167774950196,0.8197886143595952,0.6301596307269888,0.7601550075272012,0.9845986884782988,0.7101570689625544,0.6946116808683069,0.4600241348277837,0.6215976282195483,0.9775861732860028,26.502805705000355,59.54086588282517,1578,3125.45458984375,3196.0,0.618970424538911,0,99,1.0,0.19955604829764004,0.12394699904368009,0.2751650956227695,0.9904271470480366,0.7663879513199908,0.7431949582643936,0.3913723798939517,0.6336517631594454,0.9810358352565194,0.6212552415810482,0.5913367098194211,0.24329582247764128,0.4852959246260369,0.9690751593730171,1.9272359910000887,204.43785911010514,394,1129.69140625,3196.0,0.5380123021598476,0.37315788975226133,61,0,0.7028667145674339,61,0,1.4472732009999163,34.88804899099978
85,8415,0.0002232135227303498,0.00022228325072846586,0.5638474185530661,65,20,False,33.76675742599946,0.12996424281325178,0.06213048943737463,0.1977979955753295,0.99232654957698,0.8308011549426398,0.8212027388887272,0.6343666159510343,0.7621235032608005,0.9847699660643064,0.7105730205385904,0.6966445935873358,0.46452190123691983,0.6239131717876153,0.9777627420364979,26.698859914999957,59.103647310177756,1578,3125.45458984375,3196.0,0.6522229804535105,0,99,1.0,0.1965101958077571,0.11562039014802972,0.2774000024129897,0.990262954602174,0.7701029798422436,0.727725671918443,0.41688379364252215,0.6382374818010695,0.9807137007754534,0.6261524072507014,0.5719880185083742,0.2633311389071758,0.48715718822208376,0.9686982595375951,1.93391091400008,203.73223872295893,394,1129.69140625,3196.0,0.5496371612948234,0.396959766318435,61,0,0.702314556271212,61,0,1.563039239000318,35.33560016899992
86,8514,0.00022228325072846586,0.00022135254593965106,0.5638474185530661,65,21,False,33.59028326400039,0.12860281975097076,0.061882003697983363,0.19532363787199003,0.9923431150900304,0.833911440620751,0.8248148608812413,0.6367854189740932,0.7651705734920285,0.9848025949613717,0.7151355991904011,0.7018595057283901,0.4671204576574227,0.628038520858738,0.9780163976478335,26.53275440699963,59.473659454809805,1578,3125.45458984375,3196.0,0.6506808436278141,0,99,1.0,0.20222172942863503,0.12420135955822649,0.2802421007362114,0.9901847342499863,0.7672036410935168,0.7386508181759384,0.3978528929413016,0.6345691174035856,0.9805602745711639,0.6223279583450773,0.585603755740152,0.24832482060383318,0.4854188448963541,0.9690105612507931,1.9424370629994883,202.8379747818392,394,1129.69140625,3196.0,0.5398807407817462,0.37257899383937126,61,0,0.7071824877241211,61,0,1.4976687560001665,35.09380163200058
87,8613,0.00022135254593965106,0.00022042140613876367,0.5638474185530661,65,22,False,33.82936653200068,0.12363967369340068,0.058132781010919045,0.18914656660251594,0.9925217462411411,0.8389902343405089,0.8325937116419602,0.6542245534612761,0.7752694998145818,0.9851545108175628,0.7226383956072371,0.7131996117761242,0.4861320327577035,0.6406566800470216,0.9787593788369375,26.634446531999856,59.246584985504306,1578,3125.45458984375,3196.0,0.5949474476804637,0,99,1.0,0.20074961073507513,0.12365461575803417,0.27784460510699277,0.9903533262188061,0.7627354240251834,0.7396595659447249,0.39775842517257703,0.6333844717141618,0.980890990815497,0.6164691358953996,0.5868728368610647,0.2482512196797911,0.48386439747875176,0.9692082284065673,2.0005939049997323,196.94151772398442,394,1129.69140625,3196.0,0.54380444095362,0.3798111384305147,61,0,0.7077977434767252,61,0,1.2940338660000634,35.129419153000526
88,8712,0.00022042140613876367,0.00021948982907871861,0.5638474185530661,65,23,False,33.64445926099961,0.1266892137069666,0.05999968722179362,0.19337874131586463,0.9923925909407199,0.8366038962549649,0.8275184408938729,0.6420967832063628,0.7687397067850669,0.9849000533523616,0.7191049493477687,0.705783757933689,0.472859019159348,0.6325825754802685,0.9782673457427321,26.578051789999336,59.37229758103498,1578,3125.45458984375,3196.0,0.6469235233586244,0,99,1.0,0.20414676808463741,0.12989485362157,0.27839868277462604,0.9904339137986258,0.7732283464566929,0.7367166777952803,0.4007714110393595,0.6369054784304442,0.9810491134119453,0.6302952503209243,0.5831761290963141,0.2506029555786181,0.4880247783319522,0.9698560685675761,1.941420057999494,202.94423062981596,394,1129.69140625,3196.0,0.540580484513275,0.3826041030923204,61,0,0.6985568659342296,61,0,1.4703286949998073,35.12047711699961
89,8811,0.00021948982907871861,0.00021855781249016643,0.5638474185530661,65,24,False,33.88060702199982,0.1259436721244239,0.0603304939965407,0.1915568503325732,0.9923827442594927,0.8353075618764375,0.82686278776908,0.6446055514464741,0.7689253003639972,0.9848806564256201,0.7171915387569636,0.7048304146764381,0.47558520852316893,0.6325357206521902,0.978248470485286,26.798463574999914,58.88397279133959,1578,3125.45458984375,3196.0,0.5873609048248541,0,99,1.0,0.20137284257387753,0.12701329789337168,0.2757323861575974,0.9903036612424928,0.7758344198470855,0.7373475361271165,0.37802404751557295,0.6304020011632583,0.9807935546850866,0.6337659156779866,0.5839671304845672,0.23306390389853973,0.48359898335369783,0.9696043372759359,1.9293575169995165,204.21305876618342,394,1129.69140625,3196.0,0.5344781702698613,0.36123916921955546,61,0,0.7077171713201673,61,0,1.467057329000454,35.353668443999595
90,8910,0.00021855781249016643,0.00021762535408116594,0.5638474185530661,65,25,False,33.77099982100026,0.1229712392176361,0.058649547700268534,0.187292929951229,0.9925389961810677,0.8393016278657621,0.831505300340499,0.6545608716358272,0.7751225999473627,0.9851885010126441,0.7231005470633111,0.7116038271999003,0.4865035198074423,0.6404026313568846,0.9787895096270002,26.72391548500036,59.04823344040667,1578,3125.45458984375,3196.0,0.5179202555104939,0,99,1.0,0.20740004765049455,0.13025818288628824,0.284541910599331,0.9902065156467658,0.7615976069697931,0.7387612571218526,0.4041715498571498,0.6348434713162652,0.9806029955530821,0.6149839593787157,0.5857425973420378,0.2532675425237409,0.4846646997481648,0.9688553398635786,1.921383484999751,205.0605738396107,394,1129.69140625,3196.0,0.5391219626615602,0.37522428848213185,61,0,0.7030196368409884,61,0,1.2717465559999255,35.04849310899954
91,9009,0.00021762535408116594,0.00021669245153685114,0.5638474185530661,65,26,False,33.993592541,0.12659943719478312,0.061209626141723115,0.1919892495084927,0.9924562383088367,0.8382537030877769,0.8259474403662836,0.6427359079085205,0.7689790171208603,0.9850254411212847,0.7215462664402296,0.703501247528445,0.47355257657932665,0.6328666968493337,0.9784074790577472,26.782118381000146,58.91990982757621,1578,3125.45458984375,3196.0,0.6554119603501426,0,99,1.0,0.1999186311427712,0.1199633771090338,0.2798738812432071,0.9902931715434304,0.7665055521743352,0.7373242254487252,0.40233127726154616,0.6353870182948689,0.9807729765056511,0.6214098113903054,0.5839378883393506,0.25182396796999185,0.4857238892332159,0.9689174594007773,1.996034050000162,197.39142225553115,394,1129.69140625,3196.0,0.5434764577802482,0.38748915532723055,61,0,0.699463760233266,61,0,1.4711848530005227,35.47063559799972
92,9108,0.00021669245153685114,0.00021575910251909057,0.5638474185530661,65,27,False,33.53994890000013,0.12121664794074567,0.05752528288858472,0.18490801313455266,0.992583109263731,0.8407108145244397,0.8331777695775178,0.6551416797851652,0.7763434212957075,0.9852754290612531,0.7251950807938968,0.7140571612831214,0.48714550071007445,0.6421325809290309,0.978885355708868,26.469914037000308,59.61485170651601,1578,3125.45458984375,3196.0,0.6074672080952712,0,99,1.0,0.20052602176133752,0.11645258607598126,0.28459945737105335,0.9903744927426296,0.7701198344540734,0.7222625633501268,0.4252365591397849,0.6392063189813284,0.980932519655693,0.6261746924849609,0.5652668088397272,0.2700320239257646,0.4871578417501509,0.969268798828125,1.9427632379993156,202.80391984653087,394,1129.69140625,3196.0,0.5507089298135055,0.4069985899243507,61,0,0.6944192697026602,61,0,1.4686264699994354,35.01384978600072
93,9207,0.00021575910251909057,0.00021482530466614068,0.5638474185530661,65,28,False,33.56827480500033,0.1207880331309576,0.057549209379991195,0.18402685719826678,0.9925632674849518,0.8405954519853119,0.8370393155050625,0.6587668954477424,0.7788005543127056,0.9852363284461894,0.7250234212248948,0.7197485922480523,0.49116510262968627,0.6453123720342111,0.9790068071604682,26.546799611000097,59.44219352701672,1578,3125.45458984375,3196.0,0.5397914369599988,0,99,1.0,0.2031231488521934,0.127834220714678,0.27841207475831664,0.9905205721507059,0.7767067679610585,0.7339722060513785,0.38863509481759845,0.6331046896100118,0.9812191757696536,0.6349309778052736,0.5797441490302423,0.24118378994583237,0.48528630559378283,0.9700331324853267,1.9109117140005765,206.18430308072368,394,1129.69140625,3196.0,0.5301684893200004,0.36408098111518333,61,0,0.6962559975248174,61,0,1.4680383610002536,35.042195994000394
94,9306,0.00021482530466614068,0.00021389105559229234,0.5638474185530661,65,29,False,33.78998940099973,0.1240938176107044,0.05983596922610196,0.1883516667271446,0.9925297108886831,0.838317171659947,0.8286395783414231,0.6534468192069488,0.7734678564027729,0.9851702046361954,0.7216403231662052,0.7074164049081653,0.485273681372244,0.6381101364822048,0.9786592780863831,26.769982221000646,58.946621143516595,1578,3125.45458984375,3196.0,0.6954941176103823,0,99,1.0,0.21415155399874383,0.14621210862234765,0.28209100028282497,0.9903361826011429,0.7723898105148681,0.7311556372410838,0.33301051561544853,0.6121853211238001,0.9808573562163425,0.6291816548368775,0.5762374477916999,0.19976761625367734,0.46839557296075157,0.9698831780912912,1.894290531000479,207.99343794001175,394,1129.69140625,3196.0,0.500494890547924,0.30729374090933953,61,0,0.6936960401865084,61,0,1.44328749899978,35.23908790899986
95,9405,0.00021389105559229234,0.0002129563528875097,0.5638474185530661,65,30,False,33.59345282000049,0.12156835808424593,0.05873511436056577,0.18440160126967123,0.9925500632617797,0.8378286276518079,0.8324877245949525,0.6525219886193051,0.7742794469553552,0.9852103087874707,0.720916594218766,0.7130440871006138,0.484254275845806,0.6394049857217287,0.9787625891778556,26.47205281099923,59.61003520453599,1578,3125.45458984375,3196.0,0.6408905499812328,0,99,1.0,0.1974929301871866,0.12001939201112931,0.2749664711619392,0.9902816882421109,0.7686920852542013,0.7317348523698667,0.4065753886870838,0.6356674421037173,0.9807504496160524,0.6242890799681868,0.5769573134901472,0.2551582207281727,0.4854682047288356,0.9688469746391181,1.967507568999281,200.2533592287004,394,1129.69140625,3196.0,0.5501779765353518,0.3932545603961093,61,0,0.7071013926745944,61,0,1.4486503329999323,35.04813195400038
96,9504,0.0002129563528875097,0.00021202119411706244,0.5638474185530661,65,31,False,33.48904286800007,0.11964248243544642,0.0587617142553263,0.1805232518714946,0.9926172548360456,0.8401123402822578,0.8363349446323789,0.6583568560595474,0.7782680469913948,0.9853427206304733,0.724304921466876,0.7187076219008458,0.49070936562604156,0.6445739696645878,0.9790381756723305,26.434831580999344,59.693968360071736,1578,3125.45458984375,3196.0,0.5845123092935542,0,99,1.0,0.2034661885596774,0.10826642442551361,0.29866595082174097,0.9901689284477806,0.7588308636533979,0.7362539114886008,0.3701607964983104,0.621748523880103,0.980529274986344,0.6113839294191818,0.5825963919349133,0.22711491765753605,0.47369841300387705,0.9680251687916402,1.9196064999996452,205.2503989750362,394,1129.69140625,3196.0,0.5365414351336633,0.3634633632422631,61,0,0.7096195070250634,61,0,1.4846985880003558,34.978937654999754
97,9603,0.00021202119411706244,0.00021108557682115062,0.5638474185530661,65,32,False,33.80261976499969,0.12068876641104884,0.05690715478966898,0.1844703780040995,0.9925919177210661,0.8408297285278243,0.8356295641489409,0.6581716197116524,0.7782103041294725,0.9852927876810845,0.7253720607067927,0.7176664216299552,0.4905035765976397,0.6445140196447959,0.9790492378109157,26.666122450999865,59.17620767322441,1578,3125.45458984375,3196.0,0.5996333955213277,0,99,1.0,0.20099467587501266,0.1211405665552253,0.28084878237719463,0.9902160259401542,0.7675151765357153,0.7384719482875283,0.4119480849980914,0.6393117366071116,0.9806216491622277,0.6227380345166227,0.5853789357161605,0.25940467128720807,0.4891738805066637,0.9689964642984613,1.9568795739996858,201.34095385067536,394,1129.69140625,3196.0,0.5526875587329045,0.39080519325870045,61,0,0.7145699242071087,61,0,1.5277504569994562,35.33631758499996
98,9702,0.00021108557682115062,0.00021014949851452122,0.5638474185530661,65,33,False,33.370749001999684,0.1185755642232484,0.05719183937791636,0.17995928917245418,0.9925728031817452,0.8414439590594395,0.8360406316496403,0.6618332721926291,0.7797726209672362,0.985255119493077,0.726286799537399,0.7182730380309859,0.49458207145612126,0.646380636341502,0.9790677262802995,26.333324930000344,59.92406975551565,1578,3125.45458984375,3196.0,0.5914033032727964,0,99,1.0,0.2028552170483594,0.1313894444764568,0.27432098719976883,0.9904210382330093,0.7784619662470343,0.7301564104156696,0.4153947280465251,0.641337701569743,0.9810238482976599,0.6372801703565003,0.5749971227989412,0.26214397705141634,0.49147375673561927,0.96958667735763,1.932196350000595,203.91302364269484,394,1129.69140625,3196.0,0.540236014254228,0.38634285772560895,61,0,0.6941291707828469,61,0,1.402327420999427,34.779014505000305
99,9801,0.00021014949851452122,0.00020921295668607787,0.5638474185530661,65,34,False,33.83462982600031,0.11779429179029621,0.05700459475752972,0.17858398819982024,0.9926498427297547,0.8434657586076428,0.8353762795465958,0.6675279276540771,0.7821233219361052,0.9854069466963443,0.7293046140961553,0.7172928602393331,0.500969544884225,0.6491890064065711,0.979346948582561,26.72127222400013,59.05407447564171,1578,3125.45458984375,3196.0,0.5806288401586841,0,99,1.0,0.19927936890706194,0.12745696646610494,0.2711017645403818,0.9905819049194748,0.7780145212729863,0.7374321921609042,0.4138237253015615,0.6430901462451507,0.9813395556778207,0.6366806601363808,0.5840733365624383,0.2608939068769245,0.4938826345252479,0.9702608524845336,1.9265862249994825,204.50680840931778,394,1129.69140625,3196.0,0.5536088182145611,0.40152976413492564,61,0,0.7056878722941966,61,0,1.4719419100001687,35.31253875099992
100,9900,0.00020921295668607787,0.00020827594879848212,0.5638474185530661,65,35,False,33.965629211000305,0.11658655679271249,0.05662637677973818,0.17654673730616938,0.9926295840861985,0.8429250560342272,0.837052030306027,0.6658987089440231,0.7819585984280923,0.9853670193260229,0.7284965078797537,0.7197673946894592,0.4991365448847939,0.649133482484669,0.9793084631703501,26.82143291600005,58.83354572971604,1578,3125.45458984375,3196.0,0.6080045259059078,0,99,1.0,0.20252167588563136,0.13109673847099246,0.2739466164015271,0.9905295909315655,0.7779752118236194,0.7252759113845489,0.41898724199668946,0.6407461217349525,0.9812368763197843,0.6366280122554523,0.5689669771380186,0.26501192977458066,0.49020230638935053,0.969896965220495,1.9491163669999878,202.1428821135144,394,1129.69140625,3196.0,0.5376159191253662,0.39375965129806245,61,0,0.6814721869526701,61,0,1.4773341629997958,35.44828350900025
101,9999,0.00020827594879848212,0.00020733847228774626,0.5638474185530661,65,36,False,33.78291978600009,0.11721739466614899,0.05605615649008781,0.1783786328044379,0.9926903289109039,0.8445547731863402,0.8359543925728049,0.6644813385504249,0.7816635014365234,0.9854867449427087,0.7309344948486621,0.7181457386540496,0.49754552873802255,0.6488752540802448,0.9793520541849849,26.69607556599931,59.109811706173566,1578,3125.45458984375,3196.0,0.5725754633395359,0,99,1.0,0.20213945429337207,0.1286258711881444,0.2756530373229593,0.9905661929406228,0.7731290105782598,0.7370793235541437,0.4007731586994778,0.6369938309439604,0.9813087158496123,0.6301632504511806,0.5836307357232057,0.25060432225709856,0.4881327694771616,0.9700777470157836,1.9368741050002427,203.42055220979404,394,1129.69140625,3196.0,0.5412966492120488,0.37704579297474927,61,0,0.7055475054493482,61,0,1.4798733330007963,35.26868810199994
102,10098,0.00020733847228774626,0.00020640052456281845,0.5638474185530661,65,37,False,33.83899965799992,0.1143300053586827,0.05533329291677596,0.17332671837661656,0.9927907108338477,0.8444741044342525,0.8412979415108137,0.6712760792905897,0.7856827084118853,0.9856846253431187,0.7308136560806338,0.7260692559809285,0.5052035782814787,0.654028830114347,0.9796609431316342,26.715585332000046,59.06664519567403,1578,3125.45458984375,3196.0,0.5375766397425623,0,99,1.0,0.19577472146392474,0.11797887366737811,0.27357056789894396,0.9904099259625546,0.7740850206043633,0.7399805405714777,0.4168947282053454,0.6436534297937287,0.9810020437322768,0.6314345069720734,0.5872770734089244,0.263339864779012,0.49401714838666994,0.9694636775757456,1.9717973850001727,199.81769070049026,394,1129.69140625,3196.0,0.5562957200142602,0.39763245942195485,61,0,0.7149589806065656,61,0,1.4879207839994706,35.33281583799999
