case,region,dice_M2,iou_M2,hd95_voxel_M2,precision_M2,recall_M2,official_dice_M2,official_hd95_voxel_M2,dice_M3,iou_M3,hd95_voxel_M3,precision_M3,recall_M3,official_dice_M3,official_hd95_voxel_M3,dice_diff (M3-M2),hd95_diff (M3-M2),official_dice_diff (M3-M2)
case0081,edema,0.8091889357712142,0.6795275590551181,1.0,0.7458945548833189,0.8842213114754098,0.8091889357712142,1.0,0.7980935875216638,0.6640230713770728,1.4142135623730951,0.6914414414414415,0.9436475409836066,0.7980935875216638,1.4142135623730951,-0.011095348249550385,0.41421356237309515,-0.011095348249550385
case0081,scar,0.5339441899208663,0.3642045454545454,2.8284271247461903,0.5985060690943044,0.4819548872180451,0.5339441899208663,2.8284271247461903,0.551219512195122,0.3804713804713804,5.0,0.6,0.5097744360902255,0.551219512195122,5.0,0.017275322274255656,2.1715728752538097,0.017275322274255656
case0081,edema_inclusive,0.7895897662108513,0.652332361516035,2.0,0.803411131059246,0.7762359063313097,0.7895897662108513,2.0,0.8003355704697986,0.6671328671328671,3.1622776601683795,0.7749796913078798,0.8274067649609714,0.8003355704697986,3.1622776601683795,0.010745804258947333,1.1622776601683795,0.010745804258947333
case0081,myocardial_ring,0.8798768896532996,0.7855180216583159,1.0,0.8935466078323221,0.8666191155492154,0.8798768896532996,1.0,0.8953775582215949,0.8105733908321354,1.0,0.8859986033519553,0.904957203994294,0.8953775582215949,1.0,0.01550066856829535,0.0,0.01550066856829535
case0086,normal_myocardium,0.829618714312028,0.7088448221592698,1.4142135623730951,0.8475724501317276,0.8124098124098124,0.829618714312028,1.4142135623730951,0.8526160648489315,0.7430956968529223,1.0,0.8712349397590361,0.8347763347763347,0.8526160648489315,1.0,0.022997350536903438,-0.41421356237309515,0.022997350536903438
case0086,edema,0.7541302235179786,0.6053042121684867,2.0,0.714548802946593,0.7983539094650206,0.7541302235179786,2.0,0.7894736842105263,0.6521739130434783,1.3520815280170932,0.726643598615917,0.8641975308641975,0.7894736842105263,1.3520815280170932,0.03534346069254768,-0.6479184719829068,0.03534346069254768
case0086,scar,0.7010594196222939,0.5397163120567375,2.8284271247461903,0.6652097902097902,0.7409931840311588,0.7010594196222939,2.8284271247461903,0.7634835395750642,0.6174471299093656,2.0,0.7335127860026918,0.7960077896786758,0.7634835395750642,2.0,0.06242411995277031,-0.8284271247461903,0.06242411995277031
case0086,edema_inclusive,0.792403649227332,0.6561825470243602,2.23606797749979,0.7516778523489933,0.8377952755905512,0.792403649227332,2.23606797749979,0.8363568356087526,0.7187399549983928,2.0,0.7965799786248664,0.8803149606299212,0.8363568356087526,2.0,0.04395318638142065,-0.2360679774997898,0.04395318638142065
case0086,myocardial_ring,0.8920370370370371,0.8051144910579977,1.0,0.8777332361516035,0.9068147590361446,0.8920370370370371,1.0,0.9096983758700696,0.834354783792986,1.0,0.8971261211788395,0.9226280120481928,0.9096983758700696,1.0,0.017661338833032558,0.0,0.017661338833032558
case0091,normal_myocardium,0.8703410562670888,0.7704458598726115,1.0,0.8468216185942313,0.8952042628774423,0.8703410562670888,1.0,0.8695290858725762,0.7691742220044107,1.0,0.8170223841749089,0.929248075784488,0.8695290858725762,1.0,-0.00081197039451264,0.0,-0.00081197039451264
case0091,edema,0.8250904704463209,0.702258726899384,1.7320508075688772,0.9259927797833934,0.7440174039158811,0.8250904704463209,1.7320508075688772,0.8269909768536681,0.7050167224080267,1.4142135623730951,0.9008547008547008,0.7643219724437998,0.8269909768536681,1.4142135623730951,0.00190050640734718,-0.31783724519578205,0.00190050640734718
case0091,scar,0.3728070175438596,0.22911051212938,8.306623862918075,0.3811659192825112,0.3648068669527897,0.3728070175438596,8.306623862918075,0.4317897371714643,0.2753391859537111,5.584160403646171,0.5180180180180181,0.3701716738197425,0.4317897371714643,5.584160403646171,0.05898271962760471,-2.7224634592719035,0.05898271962760471
case0091,edema_inclusive,0.7784736720018557,0.6372958602354728,4.47213595499958,0.839,0.7260926006057984,0.7784736720018557,4.47213595499958,0.7933445864480347,0.6574740207833732,3.741657386773941,0.8959694989106753,0.7118130679359584,0.7933445864480347,3.741657386773941,0.014870914446179051,-0.7304785682256387,0.014870914446179051
case0091,myocardial_ring,0.8815275310834814,0.7881530887724313,1.0,0.8908633997486987,0.8723853049745122,0.8815275310834814,1.0,0.8929356910354536,0.8065797838525112,1.0,0.8938006340260655,0.8920724204605379,0.8929356910354536,1.0,0.011408159951972197,0.0,0.011408159951972197
case0096,normal_myocardium,0.739740441950193,0.5869746729752296,2.0,0.6613358419567262,0.8392359729407083,0.739740441950193,2.0,0.7168586727243226,0.5586747597369752,2.23606797749979,0.6052054794520548,0.8790290489454835,0.7168586727243226,2.23606797749979,-0.022881769225870374,0.2360679774997898,-0.022881769225870374
case0096,edema,0.7125827814569536,0.5534979423868313,4.69041575982343,0.6691542288557214,0.7620396600566572,0.7125827814569536,4.69041575982343,0.8352272727272727,0.7170731707317073,1.4142135623730951,0.8376068376068376,0.8328611898016998,0.8352272727272727,1.4142135623730951,0.12264449127031907,-3.276202197450335,0.12264449127031907
case0096,scar,0.346793349168646,0.2097701149425287,25.688437994724804,0.5763157894736842,0.2480181200453001,0.346793349168646,25.688437994724804,0.3001858736059479,0.1765992345544013,17.972071354391282,0.8367875647668394,0.1828992072480181,0.3001858736059479,17.972071354391282,-0.04660747556269812,-7.716366640333522,-0.04660747556269812
case0096,edema_inclusive,0.6427155599603568,0.4735304855786783,21.213203435596427,0.8292838874680307,0.5246763754045307,0.6427155599603568,21.213203435596427,0.5657303370786517,0.3944379161770466,11.683301850205114,0.9255514705882352,0.4073624595469255,0.5657303370786517,11.683301850205114,-0.07698522288170506,-9.529901585391313,-0.07698522288170506
case0096,myocardial_ring,0.8999794619018279,0.8181478715459298,1.0,0.9219440353460971,0.879037111334002,0.8999794619018279,1.0,0.9073331276355034,0.8303840361445783,1.0,0.9309835373575348,0.8848545636910732,0.9073331276355034,1.0,0.007353665733675574,0.0,0.007353665733675574
case0101,normal_myocardium,0.8696416022487702,0.7693503263910476,1.0,0.8823529411764706,0.8572913058538275,0.8696416022487702,1.0,0.8658130152604806,0.7633776678008042,1.0,0.8770433546552949,0.8548666435746449,0.8658130152604806,1.0,-0.003828586988289584,0.0,-0.003828586988289584
case0101,edema,0.6276923076923077,0.4573991031390134,4.123105625617661,0.805528134254689,0.5141776937618148,0.6276923076923077,4.123105625617661,0.6945636623748211,0.5320547945205479,3.0,0.8031430934656741,0.6118462507876496,0.6945636623748211,3.0,0.06687135468251348,-1.1231056256176606,0.06687135468251348
case0101,scar,0.0748663101604278,0.0388888888888888,4.358898943540674,0.0459016393442622,0.2028985507246377,0.0748663101604278,4.358898943540674,0.0566523605150214,0.0291519434628975,7.648459426866259,0.034446764091858,0.1594202898550724,0.0566523605150214,7.648459426866259,-0.018213949645406402,3.2895604833255847,-0.018213949645406402
case0101,edema_inclusive,0.8076303062869425,0.6773321315908066,1.4142135623730951,0.7795643153526971,0.8377926421404682,0.8076303062869425,1.4142135623730951,0.7841454178237819,0.6449335548172758,3.0,0.7166589755422242,0.8656633221850614,0.7841454178237819,3.0,-0.023484888463160658,1.5857864376269049,-0.023484888463160658
case0101,myocardial_ring,0.8965370724452942,0.8124759337697343,1.0,0.8916120853581239,0.9015167699209572,0.8965370724452942,1.0,0.8921548333678327,0.8053064275037369,1.0,0.8652880947600884,0.9207434308908352,0.8921548333678327,1.0,-0.004382239077461492,0.0,-0.004382239077461492
case0106,normal_myocardium,0.7956010618126659,0.6605793450881612,2.449489742783178,0.8996569468267581,0.7131203263086335,0.7956010618126659,2.449489742783178,0.832579185520362,0.7131782945736435,2.23606797749979,0.934801016088061,0.7505098572399728,0.832579185520362,2.23606797749979,0.03697812370769615,-0.21342176528338808,0.03697812370769615
case0106,edema,0.7563671311869293,0.6081916537867079,1.4142135623730951,0.7941473259334006,0.7220183486238532,0.7563671311869293,1.4142135623730951,0.8292201382033564,0.7082630691399663,1.0,0.8974358974358975,0.7706422018348624,0.8292201382033564,1.0,0.07285300701642705,-0.41421356237309515,0.07285300701642705
case0106,scar,0.3764002987303958,0.2318307267709291,9.486832980505138,0.4666666666666667,0.3153942428035043,0.3764002987303958,9.486832980505138,0.539906103286385,0.3697749196141479,5.656854249492381,0.7202505219206681,0.4317897371714643,0.539906103286385,5.656854249492381,0.16350580455598918,-3.8299787310127575,0.16350580455598918
case0106,edema_inclusive,0.8011695906432749,0.6682926829268293,2.8284271247461903,0.8948399738732854,0.7252514557967178,0.8011695906432749,2.8284271247461903,0.8202179176755447,0.6952283222165213,2.0,0.9575971731448764,0.7173107464266808,0.8202179176755447,2.0,0.019048327032269885,-0.8284271247461903,0.019048327032269885
case0106,myocardial_ring,0.863463760937758,0.7597327135386404,1.0,0.9695958472376714,0.7782738095238095,0.863463760937758,1.0,0.8626595030221625,0.7584883377620313,1.4142135623730951,0.9895993836671804,0.7645833333333333,0.8626595030221625,1.4142135623730951,-0.0008042579155954632,0.41421356237309515,-0.0008042579155954632
case0111,normal_myocardium,0.7690663817283291,0.6247829861111112,2.0,0.8313600924054289,0.7154572564612326,0.7690663817283291,2.0,0.7797481367257775,0.6390058972198821,1.7320508075688772,0.807344332091538,0.7539761431411531,0.7797481367257775,1.7320508075688772,0.01068175499744839,-0.2679491924311228,0.01068175499744839
case0111,edema,0.6855823160673045,0.5215863453815262,3.0,0.5817469204927211,0.8345381526104417,0.6855823160673045,3.0,0.7512332628611699,0.6015801354401806,2.23606797749979,0.6691776522284997,0.8562248995983935,0.7512332628611699,2.23606797749979,0.0656509467938654,-0.7639320225002102,0.0656509467938654
case0111,scar,0.2467138523761375,0.140715109573241,16.42710813641024,0.1816827997021593,0.384251968503937,0.2467138523761375,16.42710813641024,0.3191183517010062,0.1898517673888255,15.264337522473747,0.2293388429752066,0.5244094488188976,0.3191183517010062,15.264337522473747,0.07240449932486873,-1.1627706139364928,0.07240449932486873
case0111,edema_inclusive,0.6620083849071671,0.4947776783049836,8.927395253448452,0.5298817513582614,0.8819148936170212,0.6620083849071671,8.927395253448452,0.6948223350253807,0.5323584318606098,7.402407446428825,0.5619047619047619,0.9101063829787234,0.6948223350253807,7.402407446428825,0.03281395011821364,-1.5249878070196274,0.03281395011821364
case0111,myocardial_ring,0.8637964148527529,0.7602479222425694,1.0,0.8187196601941747,0.9141260162601628,0.8637964148527529,1.0,0.8625167230660266,0.7582676075826761,1.0,0.8055269733940909,0.9281842818428184,0.8625167230660266,1.0,-0.001279691786726378,0.0,-0.001279691786726378
case0116,normal_myocardium,0.8566042478320975,0.7491756429984612,1.0,0.8845055800674799,0.8304093567251462,0.8566042478320975,1.0,0.8289457267623207,0.7078627743447689,1.0,0.8493991306571209,0.8094541910331384,0.8289457267623207,1.0,-0.027658521069776842,0.0,-0.027658521069776842
case0116,edema,0.6904985888993415,0.5272988505747126,2.8284271247461903,0.9017199017199016,0.5594512195121951,0.6904985888993415,2.8284271247461903,0.6181818181818182,0.4473684210526316,5.830951894845301,0.7154308617234469,0.5442073170731707,0.6181818181818182,5.830951894845301,-0.0723167707175233,3.0025247700991105,-0.0723167707175233
case0116,scar,0.4094368340943683,0.2574162679425837,3.4641016151377544,0.376750700280112,0.4483333333333333,0.4094368340943683,3.4641016151377544,0.4020752269779507,0.2516233766233766,3.4641016151377544,0.3290870488322717,0.5166666666666667,0.4020752269779507,3.4641016151377544,-0.0073616071164176455,0.0,-0.0073616071164176455
case0116,edema_inclusive,0.7328565418594868,0.5783532536520585,2.23606797749979,0.7769848349687779,0.6934713375796179,0.7328565418594868,2.23606797749979,0.6844642195031516,0.520293122886133,2.23606797749979,0.6405274115197779,0.7348726114649682,0.6844642195031516,2.23606797749979,-0.04839232235633517,0.0,-0.04839232235633517
case0116,myocardial_ring,0.8910392877878847,0.8034904013961606,1.0,0.9256131885806193,0.858955223880597,0.8910392877878847,1.0,0.8896564600448096,0.8012443248696822,1.0,0.8903213751868461,0.8889925373134329,0.8896564600448096,1.0,-0.0013828277430750768,0.0,-0.0013828277430750768
case0121,normal_myocardium,0.8514764213309828,0.7413660782808903,1.0,0.8732203389830508,0.8307890776177166,0.8514764213309828,1.0,0.8332592263228101,0.7141768292682927,1.4142135623730951,0.8626006904487917,0.805848204687164,0.8332592263228101,1.4142135623730951,-0.01821719500817265,0.41421356237309515,-0.01821719500817265
case0121,edema,0.7995034140285537,0.6659772492244054,2.23606797749979,0.7280949689089882,0.8864418444597385,0.7995034140285537,2.23606797749979,0.7799564270152506,0.6392857142857142,3.0,0.7119318181818182,0.8623537508602891,0.7799564270152506,3.0,-0.019546987013303152,0.7639320225002102,-0.019546987013303152
case0121,scar,0.3169319826338639,0.1883061049011178,5.477225575051661,0.3303167420814479,0.3045897079276773,0.3169319826338639,5.477225575051661,0.2538410153640614,0.1453710788064269,8.602325267042627,0.2442159383033419,0.2642559109874826,0.2538410153640614,8.602325267042627,-0.06309096726980251,3.1250996919909655,-0.06309096726980251
case0121,edema_inclusive,0.7523892267593397,0.6030640668523677,2.8284271247461903,0.712171052631579,0.7974217311233885,0.7523892267593397,2.8284271247461903,0.7159235668789808,0.5575396825396826,3.605551275463989,0.6643026004728132,0.7762430939226519,0.7159235668789808,3.605551275463989,-0.03646565988035888,0.7771241507177988,-0.03646565988035888
case0121,myocardial_ring,0.8864035087719299,0.7959826703426546,1.0,0.8842059209566866,0.888612047486443,0.8864035087719299,1.0,0.8648766963373705,0.7619231263658568,1.0,0.8611070754031672,0.8686794665103327,0.8648766963373705,1.0,-0.02152681243455934,0.0,-0.02152681243455934
case0126,normal_myocardium,0.8491096532333646,0.737785016286645,1.0,0.8132854578096947,0.888235294117647,0.8491096532333646,1.0,0.8656858092074039,0.7631799163179916,1.0,0.8390064397424103,0.8941176470588236,0.8656858092074039,1.0,0.016576155974039275,0.0,0.016576155974039275
case0126,edema,0.7809954751131222,0.6406829992576095,1.0,0.833011583011583,0.7350936967632027,0.7809954751131222,1.0,0.7651785714285714,0.6196673897324656,1.4142135623730951,0.8039399624765479,0.7299829642248722,0.7651785714285714,1.4142135623730951,-0.015816903684550798,0.41421356237309515,-0.015816903684550798
case0126,scar,0.6302521008403361,0.4601226993865031,2.8284271247461903,0.6097560975609756,0.6521739130434783,0.6302521008403361,2.8284271247461903,0.5871725383920506,0.4156010230179028,3.0,0.5023183925811437,0.7065217391304348,0.5871725383920506,3.0,-0.04307956244828548,0.1715728752538097,-0.04307956244828548
case0126,edema_inclusive,0.825426944971537,0.7027463651050081,1.0,0.8540575916230366,0.7986536107711139,0.825426944971537,1.0,0.8186435613982671,0.6929691451694486,1.0,0.7997664915353182,0.8384332925336597,0.8186435613982671,1.0,-0.006783383573269908,0.0,-0.006783383573269908
case0126,myocardial_ring,0.8644259818731118,0.761223811107416,1.0,0.8663890991672974,0.8624717407686511,0.8644259818731118,1.0,0.8536853685368537,0.744721689059501,1.0,0.8314285714285714,0.8771665410700829,0.8536853685368537,1.0,-0.010740613336258087,0.0,-0.010740613336258087
case0131,normal_myocardium,0.8328066215199398,0.7135121196493037,1.4142135623730951,0.7781214848143982,0.8957591453544836,0.8328066215199398,1.4142135623730951,0.8322962513279709,0.7127631920977385,1.4142135623730951,0.7834285714285715,0.8876659112981548,0.8322962513279709,1.4142135623730951,-0.0005103701919688675,0.0,-0.0005103701919688675
case0131,edema,0.8305199189736664,0.710161662817552,1.0,0.8145695364238411,0.8471074380165289,0.8305199189736664,1.0,0.787619361211722,0.6496469310157523,1.4142135623730951,0.7545741324921136,0.8236914600550964,0.787619361211722,1.4142135623730951,-0.04290055776194435,0.41421356237309515,-0.04290055776194435
case0131,scar,0.5715571557155715,0.4001260239445495,2.23606797749979,0.5175224123879381,0.6381909547738693,0.5715571557155715,2.23606797749979,0.542572463768116,0.3722809198259789,2.8284271247461903,0.4938169826875515,0.6020100502512563,0.542572463768116,2.8284271247461903,-0.028984691947455565,0.5923591472464005,-0.028984691947455565
case0131,edema_inclusive,0.8506944444444444,0.7401812688821753,1.4142135623730951,0.8056265984654731,0.9011033919084592,0.8506944444444444,1.4142135623730951,0.8526215443279314,0.7431040212695248,1.4142135623730951,0.7991422444603288,0.9137719656722516,0.8526215443279314,1.4142135623730951,0.001927099883486938,0.0,0.001927099883486938
case0131,myocardial_ring,0.8761518302476964,0.779599819467429,1.0,0.8234546321309392,0.9360549132947976,0.8761518302476964,1.0,0.879161737366909,0.78437876960193,1.0,0.8259765004763417,0.9396676300578036,0.879161737366909,1.0,0.0030099071192125626,0.0,0.0030099071192125626
case0136,normal_myocardium,0.7939793038570084,0.6583463338533542,1.8526279441628335,0.8344043499752842,0.7572902646926873,0.7939793038570084,1.8526279441628335,0.7680660701995871,0.623463687150838,2.8284271247461903,0.7859154929577464,0.7510094212651414,0.7680660701995871,2.8284271247461903,-0.025913233657421375,0.9757991805833568,-0.025913233657421375
case0136,edema,0.769893899204244,0.6258760107816712,2.23606797749979,0.8587278106508875,0.6977163461538461,0.769893899204244,2.23606797749979,0.7148185825703628,0.5562005277044855,2.449489742783178,0.8202334630350194,0.6334134615384616,0.7148185825703628,2.449489742783178,-0.05507531663388121,0.21342176528338808,-0.05507531663388121
case0136,scar,0.4795509222133119,0.3154008438818565,3.4641016151377544,0.3981358189081225,0.6028225806451613,0.4795509222133119,3.4641016151377544,0.408781226343679,0.2568981921979067,5.0990195135927845,0.3272727272727272,0.5443548387096774,0.408781226343679,5.0990195135927845,-0.07076969586963289,1.63491789845503,-0.07076969586963289
case0136,edema_inclusive,0.8088200797560403,0.6790074832611265,1.4142135623730951,0.8197812648597242,0.7981481481481482,0.8088200797560403,1.4142135623730951,0.736768149882904,0.5832406377456433,2.23606797749979,0.7454976303317535,0.7282407407407407,0.736768149882904,2.23606797749979,-0.07205192987313636,0.8218544151266947,-0.07205192987313636
case0136,myocardial_ring,0.8721080446271285,0.773219491878384,1.0,0.8999030538051381,0.845978582820688,0.8721080446271285,1.0,0.8508517788851547,0.7404195240016136,1.0,0.8658018867924528,0.8364092048302575,0.8508517788851547,1.0,-0.021256265741973812,0.0,-0.021256265741973812
case0141,normal_myocardium,0.785126582278481,0.6462620474081792,3.1622776601683795,0.841873091279267,0.7355469908093685,0.785126582278481,3.1622776601683795,0.7683293745051465,0.6238107482643354,2.8284271247461903,0.8246091094493542,0.7192410317225022,0.7683293745051465,2.8284271247461903,-0.016797207773334488,-0.33385053542218923,-0.016797207773334488
case0141,edema,0.8713681241184768,0.7720569857535616,1.0,0.8169796350171912,0.9335146569960712,0.8713681241184768,1.0,0.8482414843533648,0.7364751142101467,1.0,0.782775364170713,0.9256572982774252,0.8482414843533648,1.0,-0.023126639765111978,0.0,-0.023126639765111978
case0141,scar,0.2609053497942387,0.1500236630383341,6.164414002968976,0.2190739460953697,0.3224821973550356,0.2609053497942387,6.164414002968976,0.2798586572438162,0.162695152013147,7.071067811865476,0.2144017325392528,0.4028484231943031,0.2798586572438162,7.071067811865476,0.018953307449577517,0.9066538088965004,0.018953307449577517
case0141,edema_inclusive,0.7997899159663866,0.6663749343602311,2.0,0.728194338179036,0.8869990680335508,0.7997899159663866,2.0,0.7620374054914445,0.6155576984892318,3.1622776601683795,0.6649305555555556,0.8923578751164958,0.7620374054914445,3.1622776601683795,-0.0377525104749421,1.1622776601683795,-0.0377525104749421
case0141,myocardial_ring,0.8926767676767676,0.806157354618016,1.0,0.8648318042813455,0.9223744292237442,0.8926767676767676,1.0,0.872976110466182,0.7745852759405834,1.0,0.8209606986899564,0.9320287018917156,0.872976110466182,1.0,-0.01970065721058567,0.0,-0.01970065721058567
case0146,normal_myocardium,0.7389187804253139,0.5859406745225518,2.449489742783178,0.7120987654320987,0.7678381256656017,0.7389187804253139,2.449489742783178,0.7149858137735362,0.5564030509835407,2.8284271247461903,0.6933466733366683,0.7380191693290735,0.7149858137735362,2.8284271247461903,-0.023932966651777687,0.3789373819630124,-0.023932966651777687
case0146,edema,0.7537993920972644,0.6048780487804878,1.4142135623730951,0.757123473541384,0.7505043712172159,0.7537993920972644,1.4142135623730951,0.7568777991042867,0.6088522902727741,2.0,0.7217815741305674,0.7955615332885003,0.7568777991042867,2.0,0.0030784070070222214,0.5857864376269049,0.0030784070070222214
case0146,scar,0.3951011714589989,0.2461844724618447,3.0,0.424971363115693,0.3691542288557214,0.3951011714589989,3.0,0.502776375567895,0.3358057990559676,3.639577803291477,0.5102459016393442,0.4955223880597015,0.502776375567895,3.639577803291477,0.10767520410889608,0.639577803291477,0.10767520410889608
case0146,edema_inclusive,0.7865261417648275,0.6481607629427792,1.7320508075688772,0.8108223263740946,0.7636436597110754,0.7865261417648275,1.7320508075688772,0.829449774818876,0.708598193375711,1.4142135623730951,0.8099426386233269,0.8499197431781701,0.829449774818876,1.4142135623730951,0.04292363305404856,-0.31783724519578205,0.04292363305404856
case0146,myocardial_ring,0.8224662548615878,0.6984651253157179,1.4142135623730951,0.8222781335773102,0.8226544622425629,0.8224662548615878,1.4142135623730951,0.8392698130008904,0.7230533179900268,1.4142135623730951,0.8170784568703945,0.8627002288329519,0.8392698130008904,1.4142135623730951,0.016803558139302677,0.0,0.016803558139302677
case0151,normal_myocardium,0.7917935853789644,0.655346285036334,2.449489742783178,0.8998167379352474,0.7069268916973285,0.7917935853789644,2.449489742783178,0.7720468890892697,0.6287266852694963,2.449489742783178,0.8846869187848729,0.6848504239321709,0.7720468890892697,2.449489742783178,-0.01974669628969472,0.0,-0.01974669628969472
case0151,edema,0.7956236323851203,0.6606104651162791,1.4142135623730951,0.8101604278074866,0.7815993121238177,0.7956236323851203,1.4142135623730951,0.8038572014772261,0.672041166380789,1.4142135623730951,0.7688383045525903,0.8422184006878762,0.8038572014772261,1.4142135623730951,0.008233569092105708,0.0,0.008233569092105708
case0151,scar,0.0331491712707182,0.0168539325842696,41.593268686170845,0.0169918187539332,0.675,0.0331491712707182,41.593268686170845,0.0022753128555176,0.0011389521640091,43.19722213291036,0.0011641443538998,0.05,0.0022753128555176,43.19722213291036,-0.030873858415200604,1.6039534467395171,-0.030873858415200604
case0151,edema_inclusive,0.6530085497660914,0.4847904191616766,4.0,0.528045917036264,0.8554522400676247,0.6530085497660914,4.0,0.6402291917973462,0.4708361055666445,6.48074069840786,0.4976558837318331,0.8972950126796281,0.6402291917973462,6.48074069840786,-0.012779357968745186,2.4807406984078604,-0.012779357968745186
case0151,myocardial_ring,0.9045561891596108,0.8257440319697129,1.0,0.8979871912168343,0.9112220030172914,0.9045561891596108,1.0,0.9153594402437648,0.8439288315471856,1.0,0.8908292147171883,0.941278867355228,0.9153594402437648,1.0,0.01080325108415403,0.0,0.01080325108415403
case0156,normal_myocardium,0.8551765409934171,0.7469942498693152,1.4142135623730951,0.8692214111922141,0.8415783274440518,0.8551765409934171,1.4142135623730951,0.8447488584474886,0.7312252964426877,1.4142135623730951,0.8742911153119093,0.8171378091872792,0.8447488584474886,1.4142135623730951,-0.010427682545928518,0.0,-0.010427682545928518
case0156,edema,0.8227668624670853,0.6988988300068824,1.4142135623730951,0.7447744774477447,0.9190045248868778,0.8227668624670853,1.4142135623730951,0.812958435207824,0.6848609680741503,1.4142135623730951,0.7394366197183099,0.9027149321266968,0.812958435207824,1.4142135623730951,-0.009808427259261343,0.0,-0.009808427259261343
case0156,scar,0.2714164546225615,0.1570166830225711,16.401219466856727,0.1895734597156398,0.4776119402985074,0.2714164546225615,16.401219466856727,0.2346153846153846,0.1328976034858388,15.652475842498529,0.1493877551020408,0.5462686567164179,0.2346153846153846,15.652475842498529,-0.03680107000717689,-0.7487436243581982,-0.03680107000717689
case0156,edema_inclusive,0.7658600392413342,0.620561738208797,2.0,0.6558387006440773,0.9202357563850688,0.7658600392413342,2.0,0.7380952380952381,0.5849056603773585,2.23606797749979,0.6084629110374713,0.937917485265226,0.7380952380952381,2.23606797749979,-0.02776480114609603,0.2360679774997898,-0.02776480114609603
case0156,myocardial_ring,0.87640625,0.7800027812543457,1.0,0.8177576906254556,0.9441171519946135,0.87640625,1.0,0.8614818223653935,0.7566693613581245,1.4142135623730951,0.7913202761730309,0.9452954048140044,0.8614818223653935,1.4142135623730951,-0.014924427634606552,0.41421356237309515,-0.014924427634606552
case0161,normal_myocardium,0.8151885289431758,0.688032272523532,1.4142135623730951,0.7736895161290323,0.8613916947250281,0.8151885289431758,1.4142135623730951,0.828005284015852,0.7064923354373309,1.0,0.782326510234648,0.8793490460157127,0.828005284015852,1.0,0.012816755072676211,-0.41421356237309515,0.012816755072676211
case0161,edema,0.8336789713811696,0.7147937411095305,1.0,0.8354114713216958,0.831953642384106,0.8336789713811696,1.0,0.827364185110664,0.7055593685655457,1.0,0.8050117462803446,0.8509933774834437,0.827364185110664,1.0,-0.006314786270505635,0.0,-0.006314786270505635
case0161,scar,0.490547263681592,0.3249835201054713,6.164414002968976,0.4128978224455611,0.6041666666666666,0.490547263681592,6.164414002968976,0.4637826961770623,0.3018991486574983,4.242640687119285,0.3933447098976109,0.5649509803921569,0.4637826961770623,4.242640687119285,-0.026764567504529713,-1.9217733158496912,-0.026764567504529713
case0161,edema_inclusive,0.8197240443338611,0.6945189727865082,2.23606797749979,0.7559449311639549,0.8952569169960475,0.8197240443338611,2.23606797749979,0.805276101050749,0.6740269461077845,2.23606797749979,0.7354022049816251,0.8898221343873518,0.805276101050749,2.23606797749979,-0.014447943283112163,0.0,-0.014447943283112163
case0161,myocardial_ring,0.8721143275925247,0.7732293697205977,1.0,0.8148824469299246,0.9379926431949552,0.8721143275925247,1.0,0.8617098571082586,0.7570212765957447,1.0,0.7991913746630728,0.9348397267472413,0.8617098571082586,1.0,-0.01040447048426607,0.0,-0.01040447048426607
case0166,normal_myocardium,0.8375222137598375,0.7204629831841013,2.0,0.8377348908075165,0.8373096446700508,0.8375222137598375,2.0,0.8129933997670507,0.6849105974705626,2.449489742783178,0.8294164246105097,0.7972081218274112,0.8129933997670507,2.449489742783178,-0.024528813992786835,0.4494897427831779,-0.024528813992786835
case0166,edema,0.8425388504025464,0.7279197670656745,1.4142135623730951,0.7689678742310321,0.9316770186335404,0.8425388504025464,1.4142135623730951,0.8465983224603915,0.7340012928248222,1.0,0.7698305084745762,0.9403726708074536,0.8465983224603915,1.0,0.0040594720578450705,-0.41421356237309515,0.0040594720578450705
case0166,scar,0.3707865168539326,0.2275862068965517,5.5041698762177855,0.3640661938534279,0.3777596075224857,0.3707865168539326,5.5041698762177855,0.336514669494521,0.2022949426264343,6.48074069840786,0.2963885429638854,0.3892068683565004,0.336514669494521,6.48074069840786,-0.03427184735941158,0.9765708221900748,-0.03427184735941158
case0166,edema_inclusive,0.8142474147836078,0.6866925064599483,2.23606797749979,0.7601907032181168,0.8765805387575591,0.8142474147836078,2.23606797749979,0.7810593116914816,0.6407689227072487,3.0,0.7023705004389815,0.879604178119846,0.7810593116914816,3.0,-0.033188103092126275,0.7639320225002102,-0.033188103092126275
case0166,myocardial_ring,0.8979695754566864,0.8148319279196027,1.0,0.8673306283044387,0.93085246766957,0.8979695754566864,1.0,0.8916525343885434,0.8044882692961578,1.0,0.8507731032002877,0.936658749010293,0.8916525343885434,1.0,-0.0063170410681430145,0.0,-0.0063170410681430145
case0171,normal_myocardium,0.8603920395032171,0.7549894957983193,1.0,0.8800122436486073,0.8416276346604216,0.8603920395032171,1.0,0.8472243004638635,0.7349428868120457,1.0,0.8665442301805938,0.8287470725995316,0.8472243004638635,1.0,-0.013167739039353532,0.0,-0.013167739039353532
case0171,edema,0.768640350877193,0.6242208370436332,1.4142135623730951,0.7052313883299799,0.844578313253012,0.768640350877193,1.4142135623730951,0.7244179750947483,0.5679117147707979,2.23606797749979,0.6578171091445427,0.8060240963855422,0.7244179750947483,2.23606797749979,-0.0442223757824447,0.8218544151266947,-0.0442223757824447
